Subject Area,Mapping Name,Component Type,Component Name,Port Name,Data Type,Unused/Unconnected Mapping,Precision,Scale,Column Sequence No,Input,Output,Group Name,Variable,Lookup,Return Value,Group Filter Condition,Sort Key,Direction,Expression,Group By,Sequence,Master,Default Value,Target Load Plan,Description,Target Key Type,Target Not Null
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_WV_XCL_RDR_IND,char,NO,1,0,88.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,INS_DTH_DT,date,NO,10,0,89.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DTH_CLM_SETL_DT,date,NO,10,0,90.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DTH_CLM_NUM,varchar,NO,15,0,91.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DTH_CLM_AMT,decimal,NO,12,2,92.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_BEN_PD_IND,char,NO,1,0,93.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_WD_AMT,decimal,NO,12,2,94.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TOT_WD_AMT,decimal,NO,12,2,95.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_XCD_IND,char,NO,1,0,96.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LIF_PRTCP_ROLE_CD,char,NO,1,0,97.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_ORIG_ISS_DT,date,NO,10,0,98.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TAX_WHLD_IND,char,NO,1,0,99.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_BCKUP_WHLD_IND,char,NO,1,0,100.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DIVD_WTHLD_IND,char,NO,1,0,101.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_IRS_WHLD_IND,char,NO,1,0,102.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TOT_GRO_PREM_PD_AMT,decimal,NO,12,2,103.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_PND_CHG_IND,char,NO,1,0,104.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_PND_CHG_END_DT,date,NO,10,0,105.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_EQT_INHIB_IND,char,NO,1,0,106.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_EQT_INHIB_END_DT,date,NO,10,0,107.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SOLDIER_SAILER_INHIB_IND,char,NO,1,0,108.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,SOLDIER_SAILER_INHIB_END_DT,date,NO,10,0,109.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LTG_INHIB_IND,char,NO,1,0,110.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LTG_INHIB_END_DT,date,NO,10,0,111.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DASTR_INHIB_IND,char,NO,1,0,112.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DASTR_INHIB_END_DT,date,NO,10,0,113.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_7_PY_STRT_DT,date,NO,10,0,114.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_7_PY_END_DT,date,NO,10,0,115.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_7_PY_PREM_AMT,decimal,NO,12,2,116.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,TAMRA_STRT_POL_CV_AMT,decimal,NO,12,2,117.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DEEMED_CV_AMT,decimal,NO,12,2,118.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LOW_DB_AMT,decimal,NO,12,2,119.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,UNNECESSARY_PREM_VAL_AMT,decimal,NO,12,2,120.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CV_ADJ_AMT,decimal,NO,12,2,121.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,TAMRA_LMT_AMT,decimal,NO,12,2,122.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_GRC_PRD_BGN_DT,date,NO,10,0,123.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_GRC_PRD_END_DT,date,NO,10,0,124.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CLNT_FIRM_ACCT_NUM,varchar,NO,30,0,125.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SRV_AGNT_ID,varchar,NO,10,0,126.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SRV_AGNT_DSTR_CD,char,NO,1,0,127.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SRV_AGNT_FIRM_CD,char,NO,3,0,128.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_ANN_IND,char,NO,1,0,129.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_RWB_IND,char,NO,4,0,130.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_RWB_RT,decimal,NO,5,2,131.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_OUTS_LN_AMT,decimal,NO,12,2,132.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_RT,decimal,NO,6,2,133.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_TYP_CD,char,NO,1,0,134.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_DUE_AMT,decimal,NO,12,2,135.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_PD_AMT,decimal,NO,12,2,136.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_XS_LN_DUE_AMT,decimal,NO,12,2,137.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_EFT_PY_IND,char,NO,1,0,138.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TOT_REG_PREM_PD_AMT,decimal,NO,12,2,139.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_NET_SURR_VAL_AMT,decimal,NO,12,2,140.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_MO_MODE_PREM_AMT,decimal,NO,12,2,141.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_QTR_MODE_PREM_AMT,decimal,NO,12,2,142.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SANNL_MODE_PREM_AMT,decimal,NO,12,2,143.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LST_PY_DT,date,NO,10,0,144.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DIVD_CV_AMT,decimal,NO,12,2,145.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LST_ANNV_CV_AMT,decimal,NO,12,2,146.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_NXT_ANNV_CV_AMT,decimal,NO,12,2,147.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SHORT_NM,varchar,NO,10,0,148.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_RPLC_TYP_CD,varchar,NO,10,0,149.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_FEE_AMT,decimal,NO,12,2,150.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,TAMRA_PD_AMT,decimal,NO,12,2,151.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,PAPER_TYP_CD,varchar,NO,6,0,152.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CVR_TYP_CD,integer,NO,10,0,153.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TOT_LN_AMT,decimal,NO,12,2,154.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_STRT_DT,date,NO,10,0,155.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_TYP_CD,integer,NO,10,0,156.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_RPY_DT,date,NO,10,0,157.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_XCD_EQT_VAL_IND,char,NO,1,0,158.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_NUM_OF_LN_QTY,smallint,NO,5,0,159.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_PD_TO_DT,date,NO,10,0,160.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CUM_LN_INT_AMT,decimal,NO,12,2,161.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_PY_MTHD_CD,integer,NO,10,0,162.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_DIVD_DPST_INT_RT,decimal,NO,5,3,163.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CUM_INT_ERN_AMT,decimal,NO,12,2,164.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_ADDL_INS_BAL_AMT,decimal,NO,12,2,165.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_RT_EFF_DT,date,NO,10,0,166.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_APL_STRT_DT,date,NO,10,0,167.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LST_DIVD_CR_YR,varchar,NO,8,0,168.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_VAL_TAXBL_AMT,decimal,NO,12,2,169.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CSV_TAXBL_GN_AMT,decimal,NO,12,2,170.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CYR_ADDL_PRCH_INS_AMT,decimal,NO,12,2,171.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_PUA_CV_AMT,decimal,NO,12,2,172.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_WD_VAL_QT_AMT,decimal,NO,12,2,173.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_PLC_END_DT,date,NO,10,0,174.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_SURR_EFF_DT,date,NO,10,0,175.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DASTR_LPSE_INHIB_STRT_DT,date,NO,10,0,176.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LTG_LPSE_INHIB_STRT_DT,date,NO,10,0,177.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,CHG_LPSE_INHIB_STRT_DT,date,NO,10,0,178.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,EQT_LPSE_INHIB_STRT_DT,date,NO,10,0,179.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,MLT_LPSE_INHIB_STRT_DT,date,NO,10,0,180.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DASTR_LPSE_INHIB_APL_IND,char,NO,1,0,181.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LTG_LPSE_INHIB_APL_IND,char,NO,1,0,182.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,CHG_LPSE_INHIB_APL_IND,char,NO,1,0,183.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,EQT_LPSE_INHIB_APL_IND,char,NO,1,0,184.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,MLT_LPSE_INHIB_APL_IND,char,NO,1,0,185.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_INT_RT_OVRD_IND,char,NO,1,0,186.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DASTR_LPSE_INHIB_CMNT_TXT,varchar,NO,80,0,187.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LTG_LPSE_INHIB_CMNT_TXT,varchar,NO,80,0,188.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,CHG_LPSE_INHIB_CMNT_TXT,varchar,NO,80,0,189.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,EQT_LPSE_INHIB_CMNT_TXT,varchar,NO,80,0,190.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,MLT_LPSE_INHIB_CMNT_TXT,varchar,NO,80,0,191.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DASTR_LPSE_INHIB_USR_ID,varchar,NO,25,0,192.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LTG_LPSE_INHIB_USR_ID,varchar,NO,25,0,193.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,CHG_LPSE_INHIB_USR_ID,varchar,NO,25,0,194.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,EQT_LPSE_INHIB_USR_ID,varchar,NO,25,0,195.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,MLT_LPSE_INHIB_USR_ID,varchar,NO,25,0,196.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_ACRU_INT_AMT,decimal,NO,12,2,197.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_CAP_DT,date,NO,10,0,198.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,EMPR_GRP_PLN_NUM,varchar,NO,11,0,199.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_BAND_TXT,varchar,NO,10,0,200.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,DASTR_MORATORIUM_INHIB_END_DT,date,NO,10,0,201.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,LTG_INHIB_END_DT,date,NO,10,0,202.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_CHG_PND_INHIB_END_DT,date,NO,10,0,203.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_ORIG_EQT_INHIB_END_DT,date,NO,10,0,204.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,MLT_INHIB_END_DT,date,NO,10,0,205.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_LN_UERN_INT_AMT,decimal,NO,12,2,206.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_TRM_DT,date,NO,10,0,207.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_RSTRC_NUM,varchar,NO,10,0,208.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,NOTNULL
MetLife_p2_IB_OPAS_UDX,m_delete_ods_acord_1203,Target Definition,T_INS_POL,POL_APO_STRT_DT,date,NO,10,0,209.0,YES,,,,,,,,,,,,,,1.0,,NOT A KEY,
