Subject Area,Mapping Name,Component Type,Component Name,Property Type,Property Value,Reusable,Unused/Unconnected Mapping
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_DIVD_TFER,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_QPP_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_QPP_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_ANNV_CVR_STTS,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_ANNV_CVR_STTS,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Associated Source Definitions,T_MODE_PREM_PY,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_MODE_PREM_PY,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_FLD_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_FLD_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Associated Source Definitions,T_AGNT_PCT_SPLT_SURR,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_SURR,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_PRDCR_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_PRDCR_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_DSBRS,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_DSBRS,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_Get_TRAN_DSBRS_RDR_SEQ_NUM,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_Get_TRAN_DSBRS_RDR_SEQ_NUM,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_NFRFT_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_NFRFT_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_AGNT_PCT_SPLT_SURR,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_AGNT_PCT_SPLT_SURR,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Associated Source Definitions,T_POL_TRAN_QPP_CHG,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_QPP_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Associated Source Definitions,T_POL_TRAN_FND_TRFR,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_FND_TRFR,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_ASGN_SEQ_NUM_T_AGNT_SPLT_PCT_POL_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_ASGN_SEQ_NUM_T_AGNT_SPLT_PCT_POL_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_PY,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_PY,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Associated Source Definitions,T_CVG_MO_ANNV,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_CVG_MO_ANNV,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_MO_ANNV_FUND,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_MO_ANNV_FUND,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Associated Source Definitions,T_POL_TRAN_RSTRC_NOTE_505,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RSTRC_NOTE,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_T_MODE_PREM_PY,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_T_MODE_PREM_PY,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Associated Source Definitions,T_POL_TRAN_RPT_NTFN,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_RPT_NTFN,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Associated Source Definitions,T_AGNT_PCT_SPLT_DSBRS,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_AGNT_PCT_SPLT_DSBRS,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_BILL_1801,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_BILL_1801,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_FLD_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_assign_seqnum_T_POL_TRAN_FLD_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_APO_ELCT,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_APO_ELCT,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_RDR_SURR_VAL_STTS,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_RDR_SURR_VAL_STTS,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_Get_Tran_Seq_Num_T_POL_TRAN_DIVD_TERM_CONV,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,EXP_Get_Tran_Seq_Num_T_POL_TRAN_DIVD_TERM_CONV,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_TAX_RPT,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_TAX_RPT,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Associated Source Definitions,T_POL_TRAN_PARTY_CHG,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_PARTY_CHG,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Associated Source Definitions,T_POL_TRAN_POL_HIST,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,User Defined Join,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Tracing Level,Normal,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Sql Query,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Output is repeatable,Never,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Number Of Sorted Ports,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Post SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Output is deterministic,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Pre SQL,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Select Distinct,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Source Qualifier,SQ_T_POL_TRAN_POL_HIST,Description,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup Source Filter,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup Data Cache Size,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Subsecond Precision,0,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup Sql Override,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Thousand Separator,,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup Index Cache Size,Auto,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Update Dynamic Cache Condition,TRUE,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup cache initialize,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Output Old Value On Update,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Lookup condition,MSTR_ID = in_MSTR_ID1 AND TRAN_DT = in_TRAN_DT1 AND TRAN_ACT_GUID = in_TRAN_ACT_GUID_CD AND COV_COVOPTION_ID = in_COVERAGE_COVOPTION_ID,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Update Else Insert,NO,NO,NO
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Connected Lookup,LKP_T_POL_TRAN_POL_CHG_RDR_temp,Datetime Format,A  19 mm/dd/yyyy hh24:mi:ss,NO,NO
